ID,Fecha,Año,Mes,País,Región,Sector,Tamaño_Empresa,Empleados,Certificación,Tipo_Residuo,Estrategia_Circular,Residuos_Generados_Ton,Residuos_Recuperados_Ton,Residuos_Dispuestos_Ton,Tasa_Recuperación_Pct,CO2_Evitado_TonCO2eq,Agua_Ahorrada_m3,Energía_Ahorrada_MWh,Inversión_USD,Ingresos_Circular_USD,Empleos_Creados,ROI_Pct,Índice_Circularidad
666,2023-12-27,2023,12,Brasil,Norte,Metales,Pequeña (10-49),15,ISO 14001 + B Corp,Textil,Co-procesamiento,1815.11,987.29,827.82,54.39,1538.4,7443.18,640.68,246391.75,619745.52,22,151.53,2.6
667,2024-06-10,2024,6,Paraguay,Sur,Electrónica,Micro (<10),3,ISO 14001 + B Corp,Textil,Compostaje,3558.48,3345.09,213.39,94.0,1614.88,32239.88,21725.97,8961.81,28437.11,26,217.31,5.6
668,2024-05-09,2024,5,Ecuador,Sur,Manufactura,Pequeña (10-49),18,ISO 14001,Construcción,Remanufactura,2247.41,1208.43,1038.98,53.77,470.08,14047.96,7490.14,229585.67,170061.58,35,-25.93,7.6
669,2019-12-22,2019,12,México,Oeste,Electrónica,Grande (250+),645,Ninguna,Textil,Upcycling,1355.07,667.52,687.55,49.26,738.91,5620.44,5308.38,212832.6,558013.36,8,162.18,5.4
670,2019-01-26,2019,1,Chile,Centro,Construcción,Mediana (50-249),235,ISO 14001 + B Corp,Construcción,Reciclaje,646.99,513.97,133.02,79.44,428.92,1999.83,507.39,286382.5,346762.24,5,21.08,7.6
671,2024-02-20,2024,2,Perú,Este,Alimentos,Grande (250+),352,B Corp,Plástico,Compostaje,614.28,460.24,154.04,74.92,340.09,5325.84,510.25,46760.24,156842.06,0,235.42,7.5
672,2024-08-20,2024,8,Brasil,Sur,Plásticos,Grande (250+),544,ISO 14001 + B Corp,Químico Peligroso,Upcycling,3532.84,1999.53,1533.31,56.6,3817.99,18974.47,13910.21,221815.65,448678.31,5,102.28,8.9
673,2020-03-13,2020,3,Paraguay,Este,Textil,Pequeña (10-49),43,ISO 50001,Plástico,Reciclaje,3178.31,2104.04,1074.27,66.2,3415.74,17547.35,5555.77,213835.13,635818.6,47,197.34,9.0
674,2021-12-02,2021,12,Chile,Oeste,Electrónica,Micro (<10),6,ISO 14001,Metal,Reciclaje,3101.13,2598.15,502.98,83.78,1236.44,30709.76,15253.28,6987.47,19095.4,5,173.28,7.3
675,2024-08-12,2024,8,Paraguay,Este,Construcción,Mediana (50-249),168,Ninguna,Madera,Reparación,2500.98,1989.43,511.55,79.55,1968.83,29817.21,3833.91,294027.33,184678.11,22,-37.19,9.3
676,2022-01-28,2022,1,Brasil,Oeste,Metales,Pequeña (10-49),19,ISO 50001,Construcción,Co-procesamiento,701.46,313.58,387.88,44.7,776.89,3146.65,1096.16,7961.13,22881.29,42,187.41,3.0
677,2019-08-13,2019,8,México,Sur,Papel y Cartón,Mediana (50-249),220,EMAS,Construcción,Compostaje,795.79,674.21,121.58,84.72,1468.69,3538.62,1297.58,303805.67,606824.69,27,99.74,4.2
678,2023-08-26,2023,8,España,Sur,Construcción,Mediana (50-249),83,ISO 50001,Electrónicos (RAEE),Co-procesamiento,1085.94,632.66,453.28,58.26,1521.6,6342.65,1922.88,155995.35,367437.77,39,135.54,3.5
679,2022-06-14,2022,6,Perú,Norte,Agroindustria,Grande (250+),1432,ISO 14001,Electrónicos (RAEE),Intercambio Industrial,1234.32,1156.27,78.05,93.68,2097.73,15941.46,8405.11,317301.84,1017117.37,30,220.55,8.1
680,2023-04-27,2023,4,Argentina,Centro,Agroindustria,Pequeña (10-49),15,B Corp,Electrónicos (RAEE),Intercambio Industrial,4099.19,2382.03,1717.16,58.11,3176.33,4196.81,10319.44,48695.75,133941.41,39,175.06,5.2
681,2024-03-12,2024,3,Chile,Este,Construcción,Pequeña (10-49),30,ISO 14001 + B Corp,Construcción,Digestión Anaeróbica,4239.63,1043.1,3196.53,24.6,878.8,10479.44,3081.43,412593.55,803591.69,9,94.77,6.4
682,2024-04-17,2024,4,Ecuador,Norte,Textil,Micro (<10),5,EMAS,Vidrio,Intercambio Industrial,3995.25,1679.27,2315.98,42.03,3424.97,12108.18,11149.34,6446.09,8270.1,9,28.3,6.8
683,2023-03-20,2023,3,Brasil,Oeste,Construcción,Pequeña (10-49),30,Ninguna,Electrónicos (RAEE),Co-procesamiento,2223.48,989.42,1234.06,44.5,2336.21,7574.24,1962.37,303664.69,411249.55,37,35.43,1.5
684,2023-01-21,2023,1,Perú,Oeste,Químicos,Pequeña (10-49),42,EMAS,Construcción,Remanufactura,2174.13,984.08,1190.05,45.26,680.59,9620.96,6105.22,322166.87,474243.32,48,47.2,7.5
685,2023-03-23,2023,3,Colombia,Norte,Metales,Pequeña (10-49),43,ISO 50001,Plástico,Reciclaje,1178.89,929.71,249.18,78.86,2267.66,5638.82,3342.13,375674.5,742846.4,34,97.74,8.1
686,2021-04-08,2021,4,Colombia,Norte,Químicos,Grande (250+),1275,ISO 50001,Plástico,Upcycling,287.29,210.63,76.66,73.32,74.41,2144.04,1206.84,239867.92,150283.88,48,-37.35,3.9
687,2024-12-23,2024,12,Brasil,Norte,Papel y Cartón,Mediana (50-249),92,Ninguna,Residuos Orgánicos,Economía de Producto como Servicio,2077.62,525.66,1551.96,25.3,389.13,1044.0,1167.65,246241.06,381216.77,5,54.81,2.9
688,2023-07-06,2023,7,Ecuador,Este,Manufactura,Mediana (50-249),204,Cradle to Cradle,Madera,Reparación,4174.94,3290.91,884.03,78.83,2842.73,13634.0,23807.96,196923.59,482736.11,28,145.14,7.0
689,2024-04-07,2024,4,Brasil,Norte,Textil,Micro (<10),1,Ninguna,Metal,Reciclaje,3800.0,2940.62,859.38,77.38,2814.0,31792.87,6197.56,297035.83,418853.73,29,41.01,3.3
690,2021-04-16,2021,4,Ecuador,Sur,Manufactura,Pequeña (10-49),25,ISO 14001 + B Corp,Papel/Cartón,Reutilización,4734.24,2381.73,2352.51,50.31,2429.82,35218.88,11941.04,83463.39,164844.1,35,97.5,2.0
691,2021-08-13,2021,8,México,Norte,Manufactura,Micro (<10),2,EMAS,Madera,Reutilización,3645.1,3461.91,183.19,94.97,1779.12,22393.96,18497.99,485499.16,1323247.12,23,172.55,1.2
692,2019-11-24,2019,11,México,Sur,Construcción,Mediana (50-249),119,Ninguna,Papel/Cartón,Compostaje,4762.36,3897.3,865.06,81.84,8716.85,54884.05,7051.62,57180.8,152925.88,29,167.44,7.3
693,2019-01-16,2019,1,Uruguay,Oeste,Construcción,Micro (<10),5,Ninguna,Metal,Upcycling,2165.28,1219.59,945.69,56.32,835.48,2047.85,8818.32,328648.4,1110268.5,17,237.83,3.4
694,2023-07-18,2023,7,Chile,Norte,Textil,Micro (<10),8,B Corp,Vidrio,Co-procesamiento,4760.97,2766.37,1994.6,58.11,2238.95,35836.01,2364.44,182653.36,419033.7,29,129.41,6.9
695,2022-03-19,2022,3,Perú,Este,Químicos,Mediana (50-249),160,B Corp,Químico Peligroso,Compostaje,2011.89,1135.99,875.9,56.46,1209.1,6188.95,7505.15,376077.96,745962.68,34,98.35,6.4
696,2024-03-02,2024,3,Colombia,Centro,Plásticos,Grande (250+),1061,ISO 14001 + B Corp,Electrónicos (RAEE),Co-procesamiento,1720.55,1576.49,144.06,91.63,3881.27,5451.79,4827.8,316716.03,866022.51,36,173.44,1.7
697,2023-01-09,2023,1,Brasil,Norte,Construcción,Micro (<10),6,Cradle to Cradle,Químico Peligroso,Economía de Producto como Servicio,4672.85,3357.05,1315.8,71.84,2223.52,15313.39,19548.6,168114.97,143026.17,46,-14.92,6.9
698,2020-11-21,2020,11,Brasil,Norte,Textil,Grande (250+),1673,B Corp,Madera,Remanufactura,2271.0,1932.15,338.85,85.08,4385.04,7810.66,974.71,397003.4,799379.55,6,101.35,9.6
699,2019-01-01,2019,1,Argentina,Sur,Papel y Cartón,Micro (<10),7,ISO 14001 + B Corp,Papel/Cartón,Upcycling,1482.44,535.94,946.5,36.15,1136.65,5727.32,537.37,226847.08,194375.92,22,-14.31,3.7
700,2022-11-20,2022,11,Brasil,Centro,Plásticos,Grande (250+),1660,Cradle to Cradle,Vidrio,Reparación,2968.71,2166.3,802.41,72.97,5306.2,17871.82,6794.01,128635.31,247081.73,24,92.08,6.3
701,2022-05-18,2022,5,Perú,Norte,Metales,Micro (<10),8,Ninguna,Residuos Orgánicos,Digestión Anaeróbica,464.78,181.92,282.86,39.14,387.01,1823.3,219.22,190545.71,288133.33,38,51.21,6.0
702,2023-11-25,2023,11,Uruguay,Sur,Textil,Micro (<10),1,ISO 14001,Madera,Digestión Anaeróbica,146.04,86.88,59.16,59.49,39.27,342.88,222.46,282959.93,821693.86,34,190.39,7.3
703,2023-06-14,2023,6,Uruguay,Este,Agroindustria,Pequeña (10-49),34,ISO 14001,Construcción,Reparación,552.82,177.31,375.51,32.07,379.84,742.6,735.28,3840.56,10858.11,41,182.72,2.6
704,2019-03-05,2019,3,Perú,Norte,Alimentos,Grande (250+),1363,ISO 14001 + B Corp,Construcción,Upcycling,664.34,640.07,24.27,96.35,1044.24,1164.71,2701.79,397374.34,711268.43,45,78.99,2.0
705,2019-05-22,2019,5,Uruguay,Norte,Manufactura,Grande (250+),1601,ISO 14001,Papel/Cartón,Digestión Anaeróbica,1791.42,919.06,872.36,51.3,2134.43,12627.26,6494.54,61384.43,60524.19,36,-1.4,10.0
706,2023-07-04,2023,7,Perú,Sur,Químicos,Micro (<10),1,ISO 14001 + B Corp,Papel/Cartón,Co-procesamiento,2800.53,1067.43,1733.1,38.12,666.35,3520.81,6149.52,6585.62,4478.1,50,-32.0,3.4
707,2020-04-22,2020,4,Ecuador,Oeste,Manufactura,Mediana (50-249),87,ISO 50001,Papel/Cartón,Compostaje,2376.42,1362.67,1013.75,57.34,705.73,9179.05,7154.66,271160.01,789512.16,9,191.16,1.6
708,2024-06-08,2024,6,Ecuador,Oeste,Construcción,Pequeña (10-49),35,B Corp,Madera,Compostaje,4140.74,2140.7,2000.04,51.7,4185.53,4451.09,6215.86,197919.79,213321.33,46,7.78,8.5
709,2020-10-17,2020,10,Argentina,Sur,Agroindustria,Grande (250+),1055,B Corp,Construcción,Intercambio Industrial,1441.7,1157.71,283.99,80.3,1449.49,2219.72,1154.82,43336.49,137591.25,9,217.5,3.5
710,2023-08-13,2023,8,Perú,Oeste,Electrónica,Mediana (50-249),73,EMAS,Químico Peligroso,Intercambio Industrial,3788.3,3238.3,550.0,85.48,5171.68,29347.2,18187.52,300071.6,857439.05,8,185.74,5.4
711,2021-05-20,2021,5,Perú,Este,Químicos,Micro (<10),9,EMAS,Químico Peligroso,Intercambio Industrial,2570.02,1141.55,1428.47,44.42,2617.33,15693.39,5416.78,174908.09,248202.08,21,41.9,6.4
712,2024-09-18,2024,9,Argentina,Este,Alimentos,Pequeña (10-49),21,B Corp,Metal,Reparación,1609.11,1323.43,285.68,82.25,2090.82,5083.44,7853.82,438196.69,1058589.46,13,141.58,5.5
713,2020-05-20,2020,5,Argentina,Este,Papel y Cartón,Grande (250+),1445,Cradle to Cradle,Construcción,Reparación,364.89,108.39,256.5,29.7,122.31,968.38,373.74,34206.66,100429.85,16,193.6,8.4
714,2024-08-20,2024,8,Ecuador,Oeste,Alimentos,Mediana (50-249),77,ISO 14001,Textil,Upcycling,544.86,294.77,250.09,54.1,291.5,998.19,419.13,380302.09,1324428.62,2,248.26,5.8
715,2019-01-04,2019,1,Colombia,Centro,Construcción,Micro (<10),9,B Corp,Textil,Upcycling,1691.34,1161.95,529.39,68.7,1057.12,8484.95,2589.59,309537.64,684651.23,17,121.19,1.2
716,2023-01-06,2023,1,Paraguay,Centro,Plásticos,Grande (250+),589,ISO 50001,Vidrio,Compostaje,460.43,358.01,102.42,77.76,878.23,1840.65,1484.64,48746.15,148000.47,14,203.61,9.0
717,2022-10-28,2022,10,Argentina,Este,Electrónica,Pequeña (10-49),49,B Corp,Plástico,Reutilización,3000.58,1505.18,1495.4,50.16,1158.17,4297.21,1678.24,356500.08,651533.37,47,82.76,1.2
718,2022-09-20,2022,9,Chile,Norte,Textil,Mediana (50-249),105,EMAS,Construcción,Digestión Anaeróbica,1942.56,1058.52,884.04,54.49,796.04,3652.91,1143.39,418632.94,1067445.06,10,154.98,4.2
719,2019-11-19,2019,11,Chile,Oeste,Textil,Grande (250+),433,Cradle to Cradle,Papel/Cartón,Upcycling,1224.14,910.9,313.24,74.41,1179.56,11205.31,3112.11,173246.89,284629.53,31,64.29,4.9
720,2020-04-28,2020,4,Perú,Sur,Textil,Mediana (50-249),73,Ninguna,Papel/Cartón,Remanufactura,2929.55,1767.67,1161.88,60.34,2595.05,7321.89,1364.99,191340.6,123211.02,14,-35.61,7.3
721,2021-03-28,2021,3,México,Sur,Electrónica,Mediana (50-249),217,Ninguna,Plástico,Economía de Producto como Servicio,2182.29,1919.08,263.21,87.94,1361.1,13486.85,3357.84,34322.67,106929.89,39,211.54,8.1
722,2019-04-20,2019,4,Colombia,Sur,Electrónica,Grande (250+),1342,ISO 50001,Químico Peligroso,Co-procesamiento,3564.08,900.14,2663.94,25.26,471.06,11281.83,1656.69,62944.5,118814.75,48,88.76,9.4
723,2023-09-02,2023,9,Argentina,Norte,Manufactura,Mediana (50-249),112,Cradle to Cradle,Electrónicos (RAEE),Compostaje,1972.06,651.29,1320.77,33.03,867.48,8420.04,1507.37,304875.58,488280.36,50,60.16,2.6
724,2020-01-10,2020,1,España,Oeste,Textil,Micro (<10),9,ISO 14001,Metal,Intercambio Industrial,2306.56,1898.51,408.05,82.31,3399.39,12972.0,8659.14,202545.33,420312.42,41,107.52,7.5
725,2020-01-07,2020,1,Brasil,Oeste,Electrónica,Pequeña (10-49),41,Cradle to Cradle,Químico Peligroso,Digestión Anaeróbica,371.72,362.75,8.97,97.59,780.74,1109.92,2641.27,191903.57,268387.48,1,39.86,1.1
726,2022-04-05,2022,4,Brasil,Este,Agroindustria,Pequeña (10-49),36,B Corp,Construcción,Intercambio Industrial,86.81,32.74,54.07,37.71,41.44,264.26,130.88,233137.15,733717.65,29,214.72,9.5
727,2024-07-03,2024,7,España,Oeste,Electrónica,Mediana (50-249),129,Ninguna,Electrónicos (RAEE),Reutilización,2993.19,1426.93,1566.26,47.67,2037.14,11331.19,10708.87,434445.89,842119.28,22,93.84,2.5
728,2020-11-17,2020,11,España,Centro,Agroindustria,Micro (<10),2,ISO 14001,Químico Peligroso,Reparación,1859.48,1022.19,837.29,54.97,1057.85,9991.4,3170.78,163945.79,262953.08,33,60.39,4.9
729,2021-11-23,2021,11,Ecuador,Oeste,Manufactura,Micro (<10),4,ISO 50001,Químico Peligroso,Intercambio Industrial,2202.11,1681.5,520.61,76.36,1492.55,5750.48,12379.98,47501.61,78456.92,25,65.17,1.1
730,2022-09-19,2022,9,Colombia,Sur,Textil,Pequeña (10-49),39,Ninguna,Textil,Intercambio Industrial,1279.46,1170.11,109.35,91.45,352.49,2801.34,8122.09,133488.34,260034.45,4,94.8,5.4
731,2021-10-18,2021,10,España,Oeste,Metales,Mediana (50-249),202,ISO 14001 + B Corp,Electrónicos (RAEE),Intercambio Industrial,2741.89,2476.02,265.87,90.3,4785.27,24823.54,7301.78,78643.56,200216.43,45,154.59,9.1
732,2021-08-24,2021,8,Argentina,Centro,Manufactura,Mediana (50-249),168,EMAS,Textil,Co-procesamiento,4956.61,1189.6,3767.01,24.0,1905.41,14658.96,2893.48,412210.43,892453.0,50,116.5,9.3
733,2021-05-03,2021,5,Ecuador,Centro,Químicos,Grande (250+),1219,Ninguna,Electrónicos (RAEE),Digestión Anaeróbica,1216.26,834.34,381.92,68.6,1991.3,8717.94,5266.56,463136.13,310629.62,25,-32.93,9.8
734,2022-10-07,2022,10,Perú,Oeste,Plásticos,Pequeña (10-49),16,Ninguna,Plástico,Reparación,2029.56,1750.64,278.92,86.26,1628.5,17056.02,3040.35,80436.81,119161.4,24,48.14,8.2
735,2019-01-16,2019,1,México,Sur,Agroindustria,Grande (250+),884,ISO 14001,Químico Peligroso,Digestión Anaeróbica,891.98,271.27,620.71,30.41,668.45,1750.06,1530.63,413551.93,650000.87,36,57.18,4.0
736,2020-07-27,2020,7,México,Sur,Alimentos,Micro (<10),8,ISO 14001 + B Corp,Plástico,Reutilización,4967.44,1410.16,3557.28,28.39,2263.89,13831.38,6269.09,416069.31,563080.98,4,35.33,6.8
737,2019-07-28,2019,7,Ecuador,Este,Construcción,Pequeña (10-49),25,B Corp,Construcción,Intercambio Industrial,1696.59,554.77,1141.82,32.7,743.31,4221.17,4237.21,153892.98,378648.79,25,146.05,3.9
738,2023-02-05,2023,2,Argentina,Norte,Metales,Micro (<10),8,ISO 14001,Metal,Compostaje,542.83,298.64,244.19,55.02,187.7,744.05,1874.79,344175.18,770198.97,45,123.78,9.4
739,2021-03-13,2021,3,Ecuador,Norte,Alimentos,Grande (250+),522,B Corp,Papel/Cartón,Upcycling,961.49,241.84,719.65,25.15,89.25,3147.89,578.33,94094.68,187516.66,42,99.29,8.3
740,2021-07-03,2021,7,Brasil,Sur,Plásticos,Micro (<10),3,ISO 14001 + B Corp,Madera,Compostaje,2437.04,2366.19,70.85,97.09,1481.16,31794.4,5442.65,302357.0,1019302.24,12,237.12,1.1
741,2022-09-07,2022,9,Perú,Norte,Plásticos,Mediana (50-249),247,ISO 14001,Madera,Remanufactura,1059.25,486.58,572.67,45.94,851.06,5568.11,2086.14,265903.68,842584.71,37,216.88,8.2
742,2021-01-14,2021,1,Uruguay,Este,Alimentos,Grande (250+),706,ISO 14001,Químico Peligroso,Reparación,2948.65,2809.38,139.27,95.28,1230.95,35676.21,10196.19,232308.0,732491.15,36,215.31,5.0
743,2019-09-08,2019,9,Chile,Este,Manufactura,Mediana (50-249),156,Ninguna,Vidrio,Intercambio Industrial,207.52,195.6,11.92,94.26,252.0,1341.67,728.63,479360.09,1393582.97,17,190.72,5.5
744,2021-02-28,2021,2,Chile,Centro,Alimentos,Pequeña (10-49),25,Cradle to Cradle,Residuos Orgánicos,Co-procesamiento,1177.99,1144.58,33.41,97.16,1755.4,6794.15,5251.3,100928.28,257897.2,5,155.53,1.9
745,2020-12-06,2020,12,Chile,Oeste,Agroindustria,Grande (250+),385,ISO 50001,Papel/Cartón,Reparación,1810.34,1442.43,367.91,79.68,1349.12,21595.27,8202.64,319872.28,233083.67,9,-27.13,8.0
746,2023-08-17,2023,8,Chile,Centro,Agroindustria,Mediana (50-249),235,ISO 14001,Plástico,Co-procesamiento,614.88,443.35,171.53,72.1,404.45,1163.4,2845.2,177266.84,294908.57,12,66.36,9.2
747,2023-12-18,2023,12,Paraguay,Sur,Construcción,Pequeña (10-49),35,EMAS,Plástico,Compostaje,974.88,948.63,26.25,97.31,1865.09,5922.93,2894.61,195249.83,540894.54,6,177.03,2.7
748,2022-06-21,2022,6,Uruguay,Oeste,Alimentos,Grande (250+),1965,Cradle to Cradle,Plástico,Upcycling,1847.51,1666.41,181.1,90.2,633.29,6730.78,7968.85,9543.54,23799.11,23,149.37,1.1
749,2023-02-19,2023,2,Perú,Centro,Metales,Micro (<10),6,Cradle to Cradle,Plástico,Compostaje,683.17,400.06,283.11,58.56,996.75,4520.56,1222.29,312848.33,186908.2,40,-40.26,8.4
750,2024-05-27,2024,5,Chile,Sur,Manufactura,Mediana (50-249),55,B Corp,Plástico,Reutilización,1901.01,607.12,1293.89,31.94,636.18,4287.73,642.32,265950.2,192902.98,19,-27.47,9.8
751,2019-05-25,2019,5,Perú,Norte,Agroindustria,Micro (<10),9,EMAS,Plástico,Compostaje,1672.26,1493.26,179.0,89.3,1047.91,6519.86,9710.35,116528.17,154929.41,48,32.95,7.4
752,2019-05-14,2019,5,Paraguay,Oeste,Químicos,Mediana (50-249),142,ISO 14001,Papel/Cartón,Economía de Producto como Servicio,469.37,215.89,253.48,46.0,416.76,722.81,260.66,472403.33,241883.9,30,-48.8,5.9
753,2020-03-21,2020,3,Chile,Este,Agroindustria,Pequeña (10-49),25,ISO 14001,Madera,Economía de Producto como Servicio,4591.22,3427.55,1163.67,74.65,1811.54,42725.61,13804.0,364645.58,320882.37,47,-12.0,7.1
754,2020-10-22,2020,10,Chile,Oeste,Alimentos,Pequeña (10-49),49,ISO 14001,Vidrio,Co-procesamiento,1945.26,1640.87,304.39,84.35,1548.91,5478.61,12803.56,206359.97,461213.52,17,123.5,4.8
755,2024-05-23,2024,5,Paraguay,Sur,Metales,Grande (250+),1058,Cradle to Cradle,Residuos Orgánicos,Reciclaje,645.31,221.86,423.45,34.38,379.34,692.14,1227.48,67091.84,41638.44,15,-37.94,2.2
756,2024-02-27,2024,2,Argentina,Sur,Electrónica,Micro (<10),6,B Corp,Plástico,Intercambio Industrial,3482.64,1819.39,1663.25,52.24,1912.15,13710.02,2915.4,324333.71,282083.56,23,-13.03,5.7
757,2020-11-28,2020,11,Chile,Este,Metales,Pequeña (10-49),39,Ninguna,Vidrio,Compostaje,4734.09,1843.26,2890.83,38.94,2535.61,9580.56,1598.11,2525.64,4775.35,3,89.07,2.8
758,2019-08-26,2019,8,España,Oeste,Electrónica,Mediana (50-249),91,ISO 50001,Metal,Reparación,3814.35,957.14,2857.21,25.09,1244.04,5353.42,2088.83,101261.08,313053.03,30,209.15,3.0
759,2023-11-05,2023,11,Colombia,Centro,Manufactura,Grande (250+),1411,ISO 50001,Vidrio,Co-procesamiento,553.57,422.14,131.43,76.26,611.45,4564.92,1071.64,329488.61,954984.52,47,189.84,9.6
760,2023-10-26,2023,10,España,Centro,Textil,Pequeña (10-49),36,ISO 14001 + B Corp,Papel/Cartón,Reparación,4622.53,4248.22,374.31,91.9,7139.31,62430.14,2231.51,479352.14,710462.2,44,48.21,1.0
761,2023-04-21,2023,4,Argentina,Este,Agroindustria,Grande (250+),980,EMAS,Plástico,Reparación,2012.76,1724.31,288.45,85.67,2799.35,15715.87,2104.82,236455.38,257454.09,15,8.88,5.2
762,2019-12-03,2019,12,Argentina,Centro,Químicos,Pequeña (10-49),45,Ninguna,Electrónicos (RAEE),Co-procesamiento,520.45,467.79,52.66,89.88,378.38,6174.1,952.98,206767.58,721178.06,4,248.79,2.2
763,2023-07-04,2023,7,Argentina,Norte,Textil,Micro (<10),5,EMAS,Electrónicos (RAEE),Reciclaje,4956.62,3477.34,1479.28,70.16,7850.32,47141.91,4176.71,461860.01,1078591.89,5,133.53,6.7
764,2022-04-26,2022,4,Argentina,Norte,Manufactura,Pequeña (10-49),38,B Corp,Construcción,Reparación,2061.99,944.35,1117.64,45.8,467.61,8847.49,7022.26,139557.31,248595.83,22,78.13,2.5
765,2020-12-02,2020,12,España,Sur,Alimentos,Pequeña (10-49),17,ISO 50001,Residuos Orgánicos,Reparación,3663.54,1292.38,2371.16,35.28,982.15,4252.55,5113.19,331168.97,389744.66,8,17.69,2.8
766,2019-03-12,2019,3,Chile,Oeste,Papel y Cartón,Pequeña (10-49),37,Ninguna,Metal,Reciclaje,180.47,60.74,119.73,33.66,130.86,435.8,69.01,79609.63,57290.2,26,-28.04,8.3
767,2023-09-22,2023,9,Chile,Sur,Químicos,Mediana (50-249),153,Ninguna,Químico Peligroso,Economía de Producto como Servicio,2838.63,2679.16,159.47,94.38,3308.09,26115.94,17308.38,140308.52,179691.16,13,28.07,4.4
768,2019-04-24,2019,4,Ecuador,Sur,Metales,Micro (<10),1,ISO 14001 + B Corp,Plástico,Intercambio Industrial,3502.85,3294.99,207.86,94.07,1808.83,26263.85,24119.32,290750.51,788758.68,8,171.28,8.9
769,2023-02-11,2023,2,Colombia,Centro,Textil,Micro (<10),3,ISO 50001,Residuos Orgánicos,Economía de Producto como Servicio,2627.75,717.27,1910.48,27.3,627.26,6391.06,4813.47,22965.26,45276.59,13,97.15,1.8
770,2019-12-25,2019,12,Colombia,Centro,Alimentos,Grande (250+),910,B Corp,Construcción,Reciclaje,1612.6,529.6,1083.0,32.84,480.82,6851.73,383.8,382974.24,1087701.48,49,184.01,2.5
771,2022-09-21,2022,9,Paraguay,Norte,Construcción,Grande (250+),843,ISO 14001 + B Corp,Plástico,Upcycling,1860.84,1515.14,345.7,81.42,2949.43,14644.97,8930.52,494213.05,710941.33,43,43.85,7.8
772,2023-08-10,2023,8,Chile,Centro,Agroindustria,Pequeña (10-49),40,Cradle to Cradle,Plástico,Economía de Producto como Servicio,2458.24,2236.99,221.25,91.0,1048.09,8662.27,13923.51,251206.3,719688.36,20,186.49,4.9
773,2020-07-12,2020,7,México,Este,Manufactura,Micro (<10),3,B Corp,Madera,Reutilización,3185.16,857.37,2327.79,26.92,1622.64,4469.96,1392.96,189482.86,164627.82,26,-13.12,9.9
774,2022-12-02,2022,12,Perú,Centro,Manufactura,Pequeña (10-49),11,ISO 14001 + B Corp,Electrónicos (RAEE),Reparación,2764.95,637.91,2127.04,23.07,850.65,4459.55,1469.06,301449.16,706182.77,29,134.26,8.0
775,2019-07-09,2019,7,Ecuador,Norte,Agroindustria,Micro (<10),3,EMAS,Metal,Reciclaje,4175.32,1239.76,2935.56,29.69,1887.84,10718.23,666.11,313163.63,399592.06,41,27.6,8.9
776,2022-05-08,2022,5,Argentina,Norte,Químicos,Pequeña (10-49),36,Cradle to Cradle,Vidrio,Digestión Anaeróbica,778.53,195.5,583.03,25.11,358.28,1927.14,530.52,86264.7,191012.59,42,121.43,1.2
777,2021-05-03,2021,5,Brasil,Norte,Agroindustria,Grande (250+),1075,ISO 50001,Electrónicos (RAEE),Economía de Producto como Servicio,2312.52,536.06,1776.46,23.18,620.97,7646.15,2807.48,79179.33,264334.27,23,233.84,8.1
778,2024-02-16,2024,2,Perú,Norte,Plásticos,Mediana (50-249),144,ISO 50001,Químico Peligroso,Compostaje,1889.47,983.9,905.57,52.07,900.79,5335.8,4740.25,407546.24,821470.18,1,101.56,6.0
779,2022-10-27,2022,10,Ecuador,Sur,Químicos,Mediana (50-249),245,B Corp,Metal,Reparación,3487.47,2530.05,957.42,72.55,2651.1,13689.84,13391.83,496569.89,682350.96,13,37.41,4.2
780,2020-02-03,2020,2,Ecuador,Sur,Electrónica,Micro (<10),4,Ninguna,Madera,Remanufactura,477.4,318.85,158.55,66.79,464.78,3582.89,2042.33,272644.58,632363.52,12,131.94,7.1
